account_id,account_name,industry,country,signup_date,referral_source,plan_tier_sub,billing_frequency,auto_renew_flag,mrr_amount,arr_amount,upgrade_flag,downgrade_flag,churn_date,reason_code,refund_amount_usd
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,monthly,1,836,10032,0,0,2024-12-05,competitor,0.0
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Pro,monthly,1,0,0,0,0,2024-11-23,budget,0.0
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Pro,monthly,1,0,0,0,0,2024-12-05,competitor,0.0
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Enterprise,monthly,1,5771,69252,0,0,2024-11-23,budget,0.0
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Enterprise,monthly,1,5771,69252,0,0,2024-12-05,competitor,0.0
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Pro,annual,0,882,10584,0,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,annual,1,513,6156,1,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Pro,monthly,1,882,10584,0,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Enterprise,monthly,1,5572,66864,1,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,annual,1,342,4104,0,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,annual,1,513,6156,0,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,annual,0,418,5016,0,0,,,
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Pro,annual,1,882,10584,1,0,,,
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,0,0,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,0,0,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,monthly,1,882,10584,1,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,monthly,1,882,10584,1,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,annual,1,3781,45372,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,annual,1,3781,45372,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,monthly,1,196,2352,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,monthly,1,196,2352,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,monthly,1,760,9120,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,monthly,1,760,9120,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,annual,1,1194,14328,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,annual,1,1194,14328,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,monthly,1,114,1368,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,monthly,1,114,1368,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,monthly,1,1140,13680,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,monthly,1,1140,13680,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,monthly,1,5771,69252,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,monthly,1,5771,69252,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,monthly,1,398,4776,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,monthly,1,398,4776,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,monthly,1,2695,32340,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,monthly,1,2695,32340,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,49,588,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,49,588,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,annual,1,228,2736,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,annual,1,228,2736,0,0,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,980,11760,0,1,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,980,11760,0,1,2024-12-31,support,62.66
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,98,1176,0,0,2024-10-06,features,0.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Pro,annual,1,98,1176,0,0,2024-12-31,support,62.66
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Pro,monthly,1,1176,14112,1,0,2024-11-08,support,0.0
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,annual,1,893,10716,0,0,2024-11-08,support,0.0
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Enterprise,annual,1,4776,57312,0,0,2024-11-08,support,0.0
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Pro,monthly,1,0,0,1,0,2024-11-08,support,0.0
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,annual,1,608,7296,0,0,2024-11-08,support,0.0
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Pro,monthly,0,1176,14112,0,0,2024-11-08,support,0.0
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,monthly,0,646,7752,0,0,2024-11-08,support,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,annual,1,6965,83580,1,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,monthly,1,0,0,0,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Pro,monthly,1,1715,20580,0,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,annual,0,10746,128952,0,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Pro,annual,1,1715,20580,0,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Pro,annual,0,1715,20580,0,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,monthly,1,21691,260292,0,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Pro,monthly,1,2499,29988,1,0,2024-12-28,budget,0.0
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Pro,annual,0,1715,20580,0,0,2024-12-28,budget,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,monthly,1,588,7056,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,monthly,1,588,7056,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,monthly,1,588,7056,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,annual,1,323,3876,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,annual,1,323,3876,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,annual,1,323,3876,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,monthly,1,931,11172,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,monthly,1,931,11172,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,monthly,1,931,11172,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,annual,0,196,2352,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,annual,0,196,2352,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,annual,0,196,2352,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,monthly,1,5970,71640,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,monthly,1,5970,71640,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,monthly,1,5970,71640,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,monthly,1,995,11940,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,monthly,1,995,11940,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,monthly,1,995,11940,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,annual,1,196,2352,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,annual,1,196,2352,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Pro,annual,1,196,2352,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,annual,1,6965,83580,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,annual,1,6965,83580,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,annual,1,6965,83580,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,annual,1,0,0,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,annual,1,0,0,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,annual,1,0,0,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,annual,0,342,4104,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,annual,0,342,4104,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,annual,0,342,4104,0,0,2024-01-02,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,monthly,1,304,3648,0,0,2024-11-16,unknown,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,monthly,1,304,3648,0,0,2024-02-02,pricing,0.0
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,monthly,1,304,3648,0,0,2024-01-02,unknown,0.0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Enterprise,annual,1,2388,28656,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Enterprise,monthly,1,5174,62088,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,annual,1,539,6468,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,annual,1,539,6468,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Enterprise,annual,1,0,0,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Basic,annual,1,209,2508,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Enterprise,monthly,1,5174,62088,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Basic,annual,0,209,2508,0,0,,,
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,annual,1,2401,28812,0,0,,,
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Enterprise,monthly,1,4179,50148,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Enterprise,monthly,1,4179,50148,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,monthly,1,0,0,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,monthly,1,0,0,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,annual,1,95,1140,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,annual,1,95,1140,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,monthly,1,741,8892,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,monthly,1,741,8892,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,annual,1,665,7980,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,annual,1,665,7980,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Enterprise,monthly,0,2587,31044,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Enterprise,monthly,0,2587,31044,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,monthly,1,57,684,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,monthly,1,57,684,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,annual,1,171,2052,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,annual,1,171,2052,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,annual,1,1568,18816,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,annual,1,1568,18816,0,0,2024-05-11,competitor,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Enterprise,annual,1,2985,35820,0,0,2023-04-24,features,0.0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Enterprise,annual,1,2985,35820,0,0,2024-05-11,competitor,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,1,2388,28656,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,1,2388,28656,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,1,2388,28656,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Basic,monthly,1,0,0,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Basic,monthly,1,0,0,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Basic,monthly,1,0,0,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,monthly,1,588,7056,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,monthly,1,588,7056,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,monthly,1,588,7056,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,0,0,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,0,0,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,0,0,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,1,13333,159996,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,1,13333,159996,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,1,13333,159996,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,0,2985,35820,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,0,2985,35820,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,0,2985,35820,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,0,0,1,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,0,0,1,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,0,0,1,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,0,588,7056,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,0,588,7056,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,0,588,7056,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,588,7056,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,588,7056,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Pro,annual,1,588,7056,0,0,2024-12-27,budget,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,0,2587,31044,0,0,2024-12-08,features,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,0,2587,31044,0,0,2024-09-18,unknown,0.0
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,annual,0,2587,31044,0,0,2024-12-27,budget,0.0
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,monthly,1,3383,40596,1,0,,,
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,annual,1,0,0,0,0,,,
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Pro,monthly,1,1666,19992,0,0,,,
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Pro,annual,1,686,8232,0,0,,,
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,monthly,0,2786,33432,0,0,,,
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Basic,annual,0,266,3192,0,0,,,
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,monthly,1,0,0,0,1,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,annual,1,1764,21168,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,annual,1,1813,21756,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,annual,0,2156,25872,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Enterprise,monthly,1,3582,42984,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,annual,1,665,7980,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,monthly,1,882,10584,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,annual,0,882,10584,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,monthly,1,342,4104,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,monthly,1,1140,13680,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,annual,1,665,7980,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Enterprise,monthly,0,8358,100296,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,monthly,1,342,4104,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,annual,1,882,10584,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,annual,1,0,0,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Enterprise,annual,1,3582,42984,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Enterprise,monthly,1,5174,62088,1,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Pro,monthly,1,0,0,0,0,2024-10-04,support,22.66
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,annual,0,342,4104,0,0,2024-10-04,support,22.66
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Enterprise,monthly,0,11741,140892,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,monthly,1,1121,13452,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Enterprise,annual,0,11741,140892,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Pro,monthly,1,2891,34692,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Enterprise,annual,1,11741,140892,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Pro,annual,1,0,0,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Enterprise,annual,1,0,0,1,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,monthly,1,1121,13452,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Pro,monthly,0,2891,34692,0,0,,,
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,monthly,0,0,0,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,monthly,1,285,3420,1,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Enterprise,annual,1,12139,145668,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Pro,annual,1,637,7644,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Pro,monthly,1,343,4116,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Enterprise,annual,1,1393,16716,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Pro,annual,1,343,4116,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,monthly,0,513,6156,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,monthly,1,133,1596,1,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,annual,0,285,3420,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,monthly,1,0,0,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,annual,1,171,2052,0,0,,,
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Enterprise,annual,1,0,0,0,0,,,
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Pro,monthly,1,0,0,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,monthly,1,2786,33432,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Basic,annual,0,1691,20292,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Pro,annual,1,637,7644,1,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Basic,monthly,0,1159,13908,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,annual,1,10348,124176,0,1,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Pro,annual,1,931,11172,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Pro,monthly,1,882,10584,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Basic,monthly,1,0,0,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Pro,annual,1,2989,35868,0,0,2024-05-17,competitor,0.0
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Pro,annual,1,1470,17640,0,0,2024-05-17,competitor,0.0
